"Service Request Description","Department","Method Received","Created Date","Block/Address","Street","Ward","Sub-Type"
"Building Conditions","Inspections","Phone","JUN 14, 2022 10:29:51 AM","6##","ROSEDALE","WARD 2"," "
"Building Conditions","Inspections","E-Mail","AUG 02, 2022 10:18:03 AM","3##","JANETTE","WARD 3"," "
"Building Conditions","Inspections","Phone","JUL 12, 2022 11:49:57 AM","22##","UNION","WARD 2"," "
"Building Conditions","Inspections","Phone","JUL 21, 2022 09:02:25 AM","31##","RUSSELL","WARD 2"," "
"Building Conditions","Inspections","Phone","JUL 22, 2022 03:27:27 PM","2##","ASKIN","WARD 2"," "
"Building Conditions","Inspections","Web Intake","SEP 29, 2022 03:40:30 PM"," "," ","WARD 5"," "
"Building Conditions","Inspections","Phone","OCT 03, 2022 12:51:25 PM","38##","WYANDOTTE","WARD 5"," "
"Building Conditions","Inspections","Phone","NOV 14, 2022 01:25:50 PM","10##","HOWARD","WARD 4"," "
"Building Conditions","Inspections","Phone","OCT 13, 2022 08:42:02 AM","33##","PETER","WARD 2"," "
"Building Conditions","Inspections","Phone","MAR 04, 2022 03:56:25 PM","12##","ABBEY","WARD 6"," "
"Building Conditions","Inspections","Phone","MAR 08, 2022 09:48:52 AM","30##","WILDWOOD","WARD 7"," "
"Building Conditions","Inspections","Web Intake","OCT 18, 2022 12:17:55 PM"," "," ","WARD 3"," "
"Building Conditions","Inspections","Phone","SEP 13, 2022 10:43:38 AM","10##","CHURCH","WARD 3"," "
"Building Conditions","Inspections","Phone","MAR 28, 2022 11:16:13 AM","29##","MEADOWBROOK","WARD 8"," "
"Building Conditions","Inspections","Phone","SEP 26, 2022 01:16:35 PM","21##","COLLEGE","WARD 2"," "
"Building Conditions","Inspections","Phone","AUG 08, 2022 12:37:36 PM","2##","JOSEPHINE","WARD 2"," "
"Building Conditions","Inspections","Web Intake","OCT 10, 2022 08:10:56 AM"," "," ","WARD 1"," "
"Building Conditions","Inspections","Web Intake","DEC 20, 2022 08:14:52 AM"," "," ","WARD 5"," "
"Building Conditions","Inspections","Phone","OCT 19, 2022 03:52:50 PM","14##","CATARAQUI","WARD 4"," "
"Building Conditions","Inspections","Phone","AUG 08, 2022 08:42:49 AM","66##","WYANDOTTE","WARD 6"," "
"Building Conditions","Inspections","Phone","JUL 28, 2022 02:59:09 PM","26##","MEADOWBROOK","WARD 8"," "
"Building Conditions","Inspections","Web Intake","JUL 29, 2022 01:42:31 PM"," "," ","WARD 3"," "
"Building Conditions","Inspections","Phone","AUG 02, 2022 09:20:09 AM","8##","LINCOLN","WARD 4"," "
"Building Conditions","Inspections","Phone","AUG 02, 2022 10:43:48 AM","9##","WINDSOR","WARD 3"," "
"Building Conditions","Inspections","Web Intake","AUG 04, 2022 11:51:29 AM"," "," ","WARD 6"," "
"Building Conditions","Inspections","Phone","JUL 11, 2022 10:52:50 AM","5##","JANETTE","WARD 3"," "
"Building Conditions","Inspections","Phone","JUL 15, 2022 01:13:50 PM","4##","ELM","WARD 3"," "
"Building Conditions","Inspections","Phone","DEC 09, 2022 10:14:31 AM","15##","OUELLETTE","WARD 3"," "
"Building Conditions","Inspections","Phone","JUL 25, 2022 08:32:01 AM","23##","BYNG","WARD 4"," "
"Building Conditions","Inspections","Phone","JUL 25, 2022 12:30:53 PM","2##","PILLETTE","WARD 5"," "
"Building Conditions","Inspections","Phone","AUG 09, 2022 09:30:05 AM","2##","FORD","WARD 6"," "
"Building Conditions","Inspections","Phone","OCT 31, 2022 01:22:23 PM","22##","DOUGALL","WARD 3"," "
"Building Conditions","Inspections","Phone","OCT 31, 2022 02:11:04 PM","16##","OUELLETTE","WARD 3"," "
"Building Conditions","Inspections","E-Mail","AUG 25, 2022 10:40:18 AM","6##","PIERRE","WARD 4"," "
"Building Conditions","Inspections","Phone","NOV 01, 2022 11:16:12 AM","17##","CHANDLER","WARD 5"," "
"Building Conditions","Inspections","Phone","AUG 29, 2022 08:08:51 AM","63##","THORNBERRY","WARD 8"," "
"Building Conditions","Inspections","Web Intake","AUG 31, 2022 03:32:19 PM"," "," ","WARD 9"," "
"Building Conditions","Inspections","Phone","AUG 29, 2022 01:52:54 PM","11##","LILLIAN","WARD 4"," "
"Building Conditions","Inspections","Phone","OCT 03, 2022 10:09:38 AM","6##","ROSELAND","WARD 1"," "
"Building Conditions","Inspections","Phone","DEC 08, 2022 12:05:33 PM","2##","WYANDOTTE","WARD 3"," "
"Building Conditions","Inspections","Web Intake","DEC 09, 2022 05:50:03 AM"," "," ","WARD 4"," "
"Building Conditions","Inspections","Phone","DEC 13, 2022 01:41:59 PM","4##","CHILVER","WARD 4"," "
"Building Conditions","Inspections","Phone","DEC 13, 2022 03:06:29 PM","41##","7TH CON","WARD 9"," "
"Building Conditions","Inspections","Phone","NOV 10, 2022 08:46:03 AM","3##","JOSEPHINE","WARD 2"," "
"Building Conditions","Inspections","Phone","DEC 16, 2022 01:24:16 PM","16##","MARENTETTE","WARD 4"," "
"Building Conditions","Inspections","Phone","DEC 16, 2022 10:38:17 AM","9##","WYANDOTTE","WARD 4"," "
"Building Conditions","Inspections","Phone","DEC 08, 2022 03:13:05 PM","6##","BRUCE","WARD 3"," "
"Building Conditions","Inspections","Web Intake","NOV 09, 2022 03:28:56 AM"," "," ","WARD 3"," "
"Building Conditions","Inspections","Phone","SEP 21, 2022 10:07:59 AM","9##","WELLINGTON","WARD 3"," "
"Building Conditions","Inspections","Phone","AUG 22, 2022 11:48:07 AM","2##","JOSEPHINE","WARD 2"," "
"Building Conditions","Inspections","Phone","AUG 23, 2022 01:29:10 PM","33##","PETER","WARD 2"," "
"Building Conditions","Inspections","Phone","AUG 25, 2022 12:21:01 PM","36##","BIRCH","WARD 2"," "
"Building Conditions","Inspections","Phone","AUG 29, 2022 03:13:46 PM","9##","LANGLOIS","WARD 4"," "
"Building Conditions","Inspections","Phone","AUG 16, 2022 10:25:56 AM","13##","WYANDOTTE","WARD 4"," "
"Building Conditions","Inspections","Phone","OCT 24, 2022 11:15:53 AM","5##","ELM","WARD 3"," "
"Building Conditions","Inspections","Phone","OCT 28, 2022 03:48:28 PM","14##","CATARAQUI","WARD 4"," "
"Building Conditions","Inspections","Phone","NOV 15, 2022 12:28:13 PM","6##","ARGYLE","WARD 4"," "
"Building Conditions","Inspections","Phone","NOV 17, 2022 09:42:53 AM","15##","OUELLETTE","WARD 3"," "
"Building Conditions","Inspections","Phone","NOV 18, 2022 01:36:06 PM","6##","ARGYLE","WARD 4"," "
"Building Conditions","Inspections","E-Mail","NOV 21, 2022 08:44:31 AM","6##","ARGYLE","WARD 4"," "
"Building Conditions","Inspections","E-Mail","NOV 21, 2022 11:26:58 AM","6##","ARGYLE","WARD 4"," "
"Building Conditions","Inspections","Phone","NOV 22, 2022 08:17:00 AM","16##","OUELLETTE","WARD 3"," "
"Building Conditions","Inspections","Phone","OCT 18, 2022 12:56:20 PM","13##","LINCOLN","WARD 4"," "
"Building Conditions","Inspections","Phone","OCT 13, 2022 08:40:17 AM","33##","PETER","WARD 2"," "
"Building Conditions","Inspections","Phone","DEC 21, 2022 09:54:28 AM","33##","SANDWICH","WARD 2"," "
"Building Conditions","Inspections","Phone","NOV 15, 2022 10:45:05 AM","14##","DUFFERIN","WARD 3"," "
"Building Conditions","Inspections","Phone","NOV 14, 2022 11:05:14 AM","5##","PITT","WARD 3"," "
"Building Conditions","Inspections","Phone","DEC 16, 2022 09:26:39 AM","64##","WYANDOTTE","WARD 6"," "
"Building Conditions","Inspections","Phone","MAY 05, 2022 08:53:00 AM","9##","JOSEPHINE","WARD 2"," "
"Building Conditions","Inspections","Phone","JUL 07, 2022 01:07:57 PM","52##","TECUMSEH","WARD 8"," "
"Building Conditions","Inspections","Phone","AUG 08, 2022 08:51:52 AM","4##","JOSEPHINE","WARD 2"," "
"Building Conditions","Inspections","E-Mail","AUG 08, 2022 11:26:48 AM","3##","CARON","WARD 3"," "
"Building Conditions","Inspections","Phone","AUG 24, 2022 02:58:04 PM","36##","KING","WARD 2"," "
"Building Conditions","Inspections","Phone","SEP 13, 2022 12:46:45 PM","2##","DROUILLARD","WARD 5"," "
"Building Conditions","Inspections","Phone","JUN 30, 2022 11:29:32 AM","31##","WYANDOTTE","WARD 2"," "
"Building Conditions","Inspections","Phone","SEP 01, 2022 01:05:42 PM","16##","OUELLETTE","WARD 3"," "
"Building Conditions","Inspections","Web Intake","SEP 06, 2022 05:02:29 PM"," "," ","WARD 2"," "
"Building Conditions","Inspections","Phone","SEP 22, 2022 01:16:22 PM","9##","MARION","WARD 4"," "
"Building Conditions","Inspections","Phone","JUN 03, 2022 11:04:14 AM","25##","MELDRUM","WARD 5"," "
"Building Conditions","Inspections","Phone","OCT 05, 2022 02:05:25 PM","10##","PIERRE","WARD 4"," "
"Building Conditions","Inspections","Phone","AUG 12, 2022 11:33:18 AM","9##","GLADSTONE","WARD 4"," "
"Building Conditions","Inspections","Phone","OCT 12, 2022 03:19:38 PM","15##","VILLA MARIA","WARD 1"," "
"Building Conditions","Inspections","Phone","SEP 28, 2022 08:29:45 AM","70##","CHARLIE BROOKS","WARD 8"," "
"Building Conditions","Inspections","Phone","AUG 23, 2022 10:39:45 AM","15##","GLADSTONE","WARD 4"," "
"Building Conditions","Inspections","Phone","APR 06, 2022 12:18:59 PM","21##","UNION","WARD 2"," "
"Building Conditions","Inspections","Phone","SEP 29, 2022 01:45:53 PM","9##","FELIX","WARD 2"," "
"Building Conditions","Inspections","Phone","OCT 05, 2022 12:20:25 PM","13##","CENTRAL","WARD 5"," "
"Building Conditions","Inspections","Phone","SEP 06, 2022 12:17:44 PM","5##","PARTINGTON","WARD 2"," "
"Building Conditions","Inspections","Phone","OCT 05, 2022 01:23:52 PM","11##","AIRE","WARD 6"," "
"Building Conditions","Inspections","Phone","AUG 05, 2022 09:28:12 AM","27##","PILLETTE","WARD 8"," "
"Building Conditions","Inspections","Phone","AUG 22, 2022 09:36:57 AM","9##","BRIDGE","WARD 2"," "
"Building Conditions","Inspections","Phone","SEP 02, 2022 02:03:31 PM","13##","LANGLOIS","WARD 4"," "
"Building Conditions","Inspections","Phone","SEP 07, 2022 12:47:40 PM","36##","PETER","WARD 2"," "
"Building Conditions","Inspections","Phone","SEP 08, 2022 10:46:35 AM","13##","WYANDOTTE","WARD 2"," "
"Building Conditions","Inspections","Phone","SEP 26, 2022 01:46:59 PM","7##","ARGYLE","WARD 4"," "
"Building Conditions","Inspections","Web Intake","DEC 24, 2022 03:09:55 PM"," "," ","WARD 4"," "
"Building Conditions","Inspections","Phone","NOV 01, 2022 12:34:53 PM","18##","JEFFERSON","WARD 8"," "
"Building Conditions","Inspections","Phone","NOV 08, 2022 12:08:00 PM","36##","SANDWICH","WARD 2"," "
"Building Conditions","Inspections","Phone","OCT 31, 2022 10:37:57 AM","3##","MCKAY","WARD 2"," "
"Building Conditions","Inspections","Phone","DEC 06, 2022 03:25:47 PM","17##","JEFFERSON","WARD 8"," "
"Building Conditions","Inspections","Web Intake","NOV 05, 2022 10:29:30 AM"," "," ","WARD 2"," "
"Building Conditions","Inspections","Phone","NOV 21, 2022 03:10:55 PM","16##","OUELLETTE","WARD 3"," "
"Building Conditions","Inspections","Phone","OCT 07, 2022 02:31:57 PM","5##","PITT","WARD 3"," "
"Building Conditions","Inspections","Phone","DEC 29, 2022 11:49:43 AM","15##","MOY","WARD 4"," "
"Building Conditions","Inspections","E-Mail","DEC 13, 2022 11:14:13 AM","14##","SENECA","WARD 4"," "
"Building Conditions","Inspections","Phone","DEC 12, 2022 03:56:48 PM","3##","PARTINGTON","WARD 2"," "
"Building Conditions","Inspections","Phone","DEC 19, 2022 02:44:42 PM","11##","VILLAIRE","WARD 6"," "
"Building Conditions","Inspections","Phone","DEC 09, 2022 03:12:32 PM","2##","RIVERSIDE","WARD 3"," "
"Building Conditions","Inspections","Phone","DEC 12, 2022 09:36:35 AM","36##","BARRYMORE","WARD 2"," "
"Building Conditions","Inspections","Phone","DEC 15, 2022 12:26:57 PM","16##","OUELLETTE","WARD 3"," "
"Building Conditions","Inspections","Phone","DEC 15, 2022 03:14:04 PM","21##","WYANDOTTE","WARD 2"," "
"Building Conditions","Inspections","Phone","DEC 19, 2022 09:10:37 AM","2##","PILLETTE","WARD 5"," "
"Building Conditions","Inspections","Phone","DEC 21, 2022 09:43:58 AM","10##","HENRY FORD CENTRE","WARD 5"," "
"Building Conditions","Inspections","Phone","NOV 08, 2022 04:03:06 PM","46##","HOWARD","WARD 1"," "
"Building Conditions","Inspections","Phone","NOV 15, 2022 09:54:59 AM","6##","ARGYLE","WARD 4"," "
"Building Conditions","Inspections","Phone","DEC 08, 2022 10:34:13 AM","13##","MARTINDALE","WARD 2"," "
"Building Conditions","Inspections","Phone","AUG 02, 2022 03:31:54 PM","4##","OAK","WARD 3"," "
"Building Conditions","Inspections","Phone","AUG 26, 2022 11:27:28 AM","11##","ABBEY","WARD 6"," "
"Building Conditions","Inspections","Phone","SEP 20, 2022 09:36:28 AM","4##","CAMERON","WARD 2"," "
"Building Conditions","Inspections","Phone","OCT 20, 2022 01:43:15 PM","4##","ASKIN","WARD 2"," "
"Building Conditions","Inspections","Phone","OCT 20, 2022 03:30:41 PM","2##","CURRY","WARD 2"," "
"Building Conditions","Inspections","E-Mail","NOV 02, 2022 09:42:59 AM","13##","LINCOLN","WARD 4"," "
"Building Conditions","Inspections","Phone","NOV 15, 2022 12:06:01 PM","51##","WYANDOTTE","WARD 6"," "
"Building Conditions","Inspections","Web Intake","DEC 21, 2022 08:22:27 AM"," "," ","WARD 4"," "
"Building Conditions","Inspections","E-Mail","DEC 30, 2022 09:09:42 AM","3##","CHIPPAWA","WARD 2"," "
"Building Conditions","Inspections","Phone","NOV 29, 2022 01:31:32 PM","38##","WYANDOTTE","WARD 5"," "
"Building Conditions","Inspections","Phone","NOV 30, 2022 03:10:26 PM","31##","WALKER","WARD 9"," "
"Building Conditions","Inspections","Phone","DEC 05, 2022 10:49:23 AM","8##","JANETTE","WARD 3"," "
"Construction Site Conditions","Inspections","Phone","OCT 20, 2022 10:56:54 AM","6##","ROSELAND","WARD 1"," "
"Construction Site Conditions","Inspections","Phone","JAN 14, 2022 10:22:44 AM","16##","SAGEBRUSH","WARD 1"," "
"Construction Site Conditions","Inspections","Web Intake","FEB 09, 2022 05:55:24 PM"," "," ","WARD 3"," "
"Construction Site Conditions","Inspections","Phone","MAR 11, 2022 09:36:34 AM","11##","WELLINGTON","WARD 3"," "
"Construction Site Conditions","Inspections","Phone","MAR 17, 2022 11:01:30 AM","11##","WELLINGTON","WARD 3"," "
"Construction Site Conditions","Inspections","E-Mail","JAN 24, 2022 01:27:39 PM","70##","ST ROSE","WARD 6"," "
"Construction Site Conditions","Inspections","Phone","JAN 18, 2022 03:41:32 PM","87##","MCHUGH","WARD 6"," "
"Construction Site Conditions","Inspections","Phone","FEB 11, 2022 09:18:46 AM","44##","TUMBLEWEED","WARD 1"," "
"Construction Site Conditions","Inspections","E-Mail","MAR 29, 2022 01:56:01 PM","5##","BROCK","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","MAY 11, 2022 10:25:52 AM","6##","DEVONSHIRE","WARD 4"," "
"Construction Site Conditions","Inspections","Phone","JUN 28, 2022 02:43:06 PM","33##","GUNDY PARK","WARD 9"," "
"Construction Site Conditions","Inspections","Phone","FEB 23, 2022 03:54:59 PM","4##","CAMERON","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","FEB 25, 2022 03:05:53 PM","4##","CAMERON","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","MAY 26, 2022 03:15:42 PM","38##","MATCHETTE","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","MAR 01, 2022 08:36:09 AM","2##","RIVERSIDE","WARD 3"," "
"Construction Site Conditions","Inspections","Phone","MAY 19, 2022 11:14:03 AM","18##","LAPPAN","WARD 9"," "
"Construction Site Conditions","Inspections","Phone","APR 21, 2022 12:36:47 PM","31##","MEADOWBROOK","WARD 8"," "
"Construction Site Conditions","Inspections","Phone","APR 20, 2022 09:41:45 AM","19##","WESTMINSTER","WARD 8"," "
"Construction Site Conditions","Inspections","Phone","MAY 30, 2022 10:45:47 AM","2##","WATSON","WARD 6"," "
"Construction Site Conditions","Inspections","Phone","FEB 18, 2022 09:25:29 AM","34##","WALKER","WARD 9"," "
"Construction Site Conditions","Inspections","Phone","FEB 08, 2022 03:16:24 PM","10##","CALIFORNIA","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","APR 29, 2022 11:23:32 AM","4##","CHURCH","WARD 3"," "
"Construction Site Conditions","Inspections","Phone","MAY 25, 2022 12:09:19 PM","15##","BUCKINGHAM","WARD 8"," "
"Construction Site Conditions","Inspections","Phone","MAY 25, 2022 04:01:18 PM","34##","LONGFELLOW","WARD 1"," "
"Construction Site Conditions","Inspections","Phone","MAR 31, 2022 09:36:05 AM","38##","AVON","WARD 1"," "
"Construction Site Conditions","Inspections","Phone","MAY 30, 2022 10:23:04 AM","15##","TOTTEN","WARD 10"," "
"Construction Site Conditions","Inspections","Phone","JUN 06, 2022 10:50:44 AM","33##","BABY","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","MAY 10, 2022 03:27:49 PM","87##","RIVERSIDE","WARD 6"," "
"Construction Site Conditions","Inspections","Web Intake","APR 04, 2022 05:30:08 PM"," "," ","WARD 3"," "
"Construction Site Conditions","Inspections","E-Mail","MAY 10, 2022 02:06:37 PM","5##","BROCK","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","AUG 16, 2022 08:33:30 AM","30##","STILLMEADOW","WARD 7"," "
"Construction Site Conditions","Inspections","Phone","AUG 16, 2022 09:53:01 AM","30##","STILLMEADOW","WARD 7"," "
"Construction Site Conditions","Inspections","Phone","AUG 15, 2022 12:09:44 PM","33##","LAUZON","WARD 7"," "
"Construction Site Conditions","Inspections","Phone","JUN 14, 2022 11:57:16 AM","8##","BUCKINGHAM","WARD 6"," "
"Construction Site Conditions","Inspections","Phone","AUG 15, 2022 03:47:09 PM","30##","MEADOWBROOK","WARD 8"," "
"Construction Site Conditions","Inspections","Phone","JUN 07, 2022 09:27:02 AM","12##","MONMOUTH","WARD 4"," "
"Construction Site Conditions","Inspections","Phone","JUL 22, 2022 08:39:37 AM","18##","DIVISION","WARD 9"," "
"Construction Site Conditions","Inspections","Phone","JUL 18, 2022 01:37:49 PM","25##","ARTHUR","WARD 5"," "
"Construction Site Conditions","Inspections","Phone","SEP 07, 2022 11:35:40 AM","18##","DROUILLARD","WARD 5"," "
"Construction Site Conditions","Inspections","Phone","SEP 21, 2022 10:27:41 AM","3##","FRANK","WARD 6"," "
"Construction Site Conditions","Inspections","Phone","JUN 24, 2022 02:18:53 PM","6##","ROSELAND","WARD 1"," "
"Construction Site Conditions","Inspections","Phone","JUL 05, 2022 09:03:11 AM","2##","RANDOLPH","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","MAY 31, 2022 03:38:43 PM","12##","TOURANGEAU","WARD 5"," "
"Construction Site Conditions","Inspections","Phone","AUG 12, 2022 12:54:49 PM","31##","MEADOWBROOK","WARD 8"," "
"Construction Site Conditions","Inspections","Phone","JUL 12, 2022 12:40:44 PM","25##","ARTHUR","WARD 5"," "
"Construction Site Conditions","Inspections","Phone","JUL 18, 2022 09:27:33 AM","25##","ARTHUR","WARD 5"," "
"Construction Site Conditions","Inspections","Phone","MAY 17, 2022 11:11:52 AM","43##","CASGRAIN","WARD 1"," "
"Construction Site Conditions","Inspections","Phone","AUG 17, 2022 10:45:07 AM","11##","LILLIAN","WARD 4"," "
"Construction Site Conditions","Inspections","Phone","AUG 19, 2022 10:12:14 AM","976##","GRAND MARAIS","WARD 10"," "
"Construction Site Conditions","Inspections","Phone","AUG 24, 2022 11:40:52 AM","96##","TWIN OAKS","WARD 9"," "
"Construction Site Conditions","Inspections","Phone","JUL 19, 2022 01:09:05 PM","32##","BANWELL","WARD 7"," "
"Construction Site Conditions","Inspections","Phone","JUN 09, 2022 03:56:34 PM","18##","JEFFERSON","WARD 8"," "
"Construction Site Conditions","Inspections","Phone","OCT 11, 2022 12:14:19 PM","33##","BABY","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","OCT 12, 2022 12:11:01 PM","33##","BABY","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","DEC 15, 2022 01:56:39 PM","11##","AUBIN","WARD 5"," "
"Construction Site Conditions","Inspections","Phone","OCT 18, 2022 10:01:58 AM","9##","CALIFORNIA","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","NOV 22, 2022 12:01:25 PM","7##","JOSEPHINE","WARD 2"," "
"Construction Site Conditions","Inspections","Phone","OCT 13, 2022 01:30:19 PM","34##","WOODLAWN","WARD 9"," "
"Construction Site Conditions","Inspections","Phone","JUL 19, 2022 10:44:21 AM","16##","LAUZON","WARD 6"," "
"Construction Site Conditions","Inspections","Phone","JUL 27, 2022 11:31:47 AM","24##","ROXBOROUGH","WARD 10"," "
"Construction Site Conditions","Inspections","Phone","AUG 04, 2022 01:45:48 PM","7##","UNIVERSITY","WARD 4"," "
"Construction Site Conditions","Inspections","Phone","AUG 05, 2022 01:50:49 PM","7##","UNIVERSITY","WARD 4"," "
"Construction Site Conditions","Inspections","Phone","OCT 06, 2022 04:10:57 PM","37##","DEERBROOK","WARD 7"," "
"Construction Site Conditions","Inspections","E-Mail","OCT 24, 2022 11:03:16 AM","30##","ARPINO","WARD 7"," "
"Construction Site Conditions","Inspections","Phone","OCT 28, 2022 03:03:06 PM","31##","MEADOWBROOK","WARD 8"," "
"Construction Site Conditions","Inspections","E-Mail","OCT 25, 2022 01:16:01 PM","5##","BRIDGE","WARD 2"," "
